Pruning Completed
-----------------------------------------------
[STAGE 3] Finetune for 25 epochs after Pruning
-----------------------------------------------
Ultralytics 8.3.176  Python-3.10.11 torch-2.7.1+cu118 CUDA:0 (NVIDIA GeForce RTX 3060, 12288MiB)
[34m[1mengine\trainer: [0magnostic_nms=False, amp=True, augment=False, auto_augment=randaugment, batch=16, bgr=0.0, box=7.5, cache=False, cfg=None, classes=None, close_mosaic=10, cls=0.5, conf=None, copy_paste=0.0, copy_paste_mode=flip, cos_lr=False, cutmix=0.0, data=C:/Users/PC/Desktop/Project/Torch-Pruning/examples/yolov11n/27073186/TXL-PBC/TXL-PBC/data.yaml, degrees=0.0, deterministic=True, device=None, dfl=1.5, dnn=False, dropout=0.0, dynamic=False, embed=None, epochs=25, erasing=0.4, exist_ok=True, fliplr=0.5, flipud=0.0, format=torchscript, fraction=1.0, freeze=None, half=False, hsv_h=0.015, hsv_s=0.7, hsv_v=0.4, imgsz=640, int8=False, iou=0.7, keras=False, kobj=1.0, line_width=None, lr0=0.001, lrf=0.01, mask_ratio=4, max_det=300, mixup=0.0, mode=train, model=yolo11n.pt, momentum=0.937, mosaic=1.0, multi_scale=False, name=pruned_b16_75.0%_after_finetune, nbs=64, nms=False, opset=None, optimize=False, optimizer=auto, overlap_mask=True, patience=100, perspective=0.0, plots=True, pose=12.0, pretrained=True, profile=False, project=C:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\runs, rect=False, resume=False, retina_masks=False, save=True, save_conf=False, save_crop=False, save_dir=C:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\runs\pruned_b16_75.0%_after_finetune, save_frames=False, save_json=False, save_period=-1, save_txt=False, scale=0.5, seed=0, shear=0.0, show=False, show_boxes=True, show_conf=True, show_labels=True, simplify=True, single_cls=False, source=None, split=val, stream_buffer=False, task=detect, time=None, tracker=botsort.yaml, translate=0.1, val=True, verbose=True, vid_stride=1, visualize=False, warmup_bias_lr=0.1, warmup_epochs=3.0, warmup_momentum=0.8, weight_decay=0.0005, workers=8, workspace=None
Freezing layer 'model.23.dfl.conv.weight'
[34m[1mAMP: [0mrunning Automatic Mixed Precision (AMP) checks...
[34m[1mAMP: [0mchecks passed 
[34m[1mtrain: [0mFast image access  (ping: 0.00.0 ms, read: 422.5298.9 MB/s, size: 29.0 KB)
[34m[1mtrain: [0mScanning C:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\27073186\TXL-PBC\TXL-PBC\labels\train.cache... 882 images, 0 backgrounds, 0 corrupt: 100%|##########| 882/882 [00:00<?, ?it/s]
[34m[1mtrain: [0mScanning C:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\27073186\TXL-PBC\TXL-PBC\labels\train.cache... 882 images, 0 backgrounds, 0 corrupt: 100%|##########| 882/882 [00:00<?, ?it/s]
[34m[1mtrain: [0mC:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\27073186\TXL-PBC\TXL-PBC\images\train\92129d1652e75c3892beb376df57d274.png: 1 duplicate labels removed
[34m[1mtrain: [0mC:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\27073186\TXL-PBC\TXL-PBC\images\train\a8581e04ac765bd3ad658cf8e530a6ea.png: 1 duplicate labels removed
[34m[1mtrain: [0mC:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\27073186\TXL-PBC\TXL-PBC\images\train\c255521a08b75da09373db44e7f099c5.png: 17 duplicate labels removed
[34m[1mval: [0mFast image access  (ping: 0.00.0 ms, read: 422.2203.0 MB/s, size: 37.5 KB)
[34m[1mval: [0mScanning C:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\27073186\TXL-PBC\TXL-PBC\labels\val.cache... 252 images, 0 backgrounds, 0 corrupt: 100%|##########| 252/252 [00:00<?, ?it/s]
[34m[1mval: [0mScanning C:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\27073186\TXL-PBC\TXL-PBC\labels\val.cache... 252 images, 0 backgrounds, 0 corrupt: 100%|##########| 252/252 [00:00<?, ?it/s]
[34m[1mval: [0mC:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\27073186\TXL-PBC\TXL-PBC\images\val\0ac132c270355979b686c0801e558849.png: 15 duplicate labels removed
Plotting labels to C:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\runs\pruned_b16_75.0%_after_finetune\labels.jpg... 
[34m[1moptimizer:[0m 'optimizer=auto' found, ignoring 'lr0=0.001' and 'momentum=0.937' and determining best 'optimizer', 'lr0' and 'momentum' automatically... 
[34m[1moptimizer:[0m AdamW(lr=0.001429, momentum=0.9) with parameter groups 89 weight(decay=0.0), 96 weight(decay=0.0005), 95 bias(decay=0.0)
Image sizes 640 train, 640 val
Using 8 dataloader workers
Logging results to [1mC:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\runs\pruned_b16_75.0%_after_finetune[0m
Starting training for 25 epochs...
      Epoch    GPU_mem   box_loss   cls_loss   dfl_loss  Instances       Size
  0%|          | 0/56 [00:00<?, ?it/s]
       1/25      1.71G      2.925      4.057      2.688        309        640:   0%|          | 0/56 [00:00<?, ?it/s]
      20/25       2.7G     0.6306     0.4608      1.015        195        640:  41%|####1     | 23/56 [00:02<00:03,  8.72it/s]
      20/25       2.7G     0.6324     0.4615      1.017        226        640:  41%|####1     | 23/56 [00:02<00:03,  8.72it/s]
      20/25       2.7G     0.6324     0.4615      1.017        226        640:  43%|####2     | 24/56 [00:02<00:03,  8.90it/s]
      20/25       2.7G     0.6326     0.4615      1.017        235        640:  43%|####2     | 24/56 [00:02<00:03,  8.90it/s]
      20/25       2.7G     0.6326     0.4615      1.017        235        640:  45%|####4     | 25/56 [00:02<00:03,  9.08it/s]
      20/25       2.7G     0.6315     0.4618      1.017        239        640:  45%|####4     | 25/56 [00:02<00:03,  9.08it/s]
      20/25       2.7G     0.6315     0.4618      1.017        239        640:  46%|####6     | 26/56 [00:02<00:03,  8.62it/s]
      20/25       2.7G     0.6325     0.4623      1.017        213        640:  46%|####6     | 26/56 [00:03<00:03,  8.62it/s]
      20/25       2.7G     0.6325     0.4623      1.017        213        640:  48%|####8     | 27/56 [00:03<00:03,  8.85it/s]
      20/25       2.7G     0.6314     0.4616      1.016        234        640:  48%|####8     | 27/56 [00:03<00:03,  8.85it/s]
      20/25       2.7G     0.6314     0.4616      1.016        234        640:  50%|#####     | 28/56 [00:03<00:03,  9.05it/s]
      20/25       2.7G     0.6328     0.4622      1.014        214        640:  50%|#####     | 28/56 [00:03<00:03,  9.05it/s]
      20/25       2.7G     0.6328     0.4622      1.014        214        640:  52%|#####1    | 29/56 [00:03<00:02,  9.29it/s]
      20/25       2.7G     0.6322     0.4624      1.014        206        640:  52%|#####1    | 29/56 [00:03<00:02,  9.29it/s]
      20/25       2.7G     0.6322     0.4624      1.014        206        640:  54%|#####3    | 30/56 [00:03<00:02,  8.84it/s]
      20/25       2.7G     0.6321     0.4631      1.013        190        640:  54%|#####3    | 30/56 [00:03<00:02,  8.84it/s]
      20/25       2.7G     0.6321     0.4631      1.013        190        640:  55%|#####5    | 31/56 [00:03<00:02,  9.07it/s]
      20/25       2.7G     0.6276     0.4613      1.012        178        640:  55%|#####5    | 31/56 [00:03<00:02,  9.07it/s]
      20/25       2.7G     0.6276     0.4613      1.012        178        640:  57%|#####7    | 32/56 [00:03<00:02,  9.26it/s]
      20/25       2.7G     0.6281      0.463      1.015        186        640:  57%|#####7    | 32/56 [00:03<00:02,  9.26it/s]
      20/25       2.7G     0.6281      0.463      1.015        186        640:  59%|#####8    | 33/56 [00:03<00:02,  9.44it/s]
      20/25       2.7G     0.6271     0.4629      1.015        238        640:  59%|#####8    | 33/56 [00:03<00:02,  9.44it/s]
      20/25       2.7G     0.6271     0.4629      1.015        238        640:  61%|######    | 34/56 [00:03<00:02,  8.76it/s]
      20/25       2.7G     0.6265     0.4626      1.015        216        640:  61%|######    | 34/56 [00:03<00:02,  8.76it/s]
      20/25       2.7G     0.6265     0.4626      1.015        216        640:  62%|######2   | 35/56 [00:03<00:02,  9.02it/s]
      20/25       2.7G      0.625     0.4619      1.014        245        640:  62%|######2   | 35/56 [00:03<00:02,  9.02it/s]
      20/25       2.7G      0.625     0.4619      1.014        245        640:  64%|######4   | 36/56 [00:03<00:02,  9.18it/s]
      20/25       2.7G     0.6225     0.4605      1.012        198        640:  64%|######4   | 36/56 [00:04<00:02,  9.18it/s]
      20/25       2.7G     0.6225     0.4605      1.012        198        640:  66%|######6   | 37/56 [00:04<00:02,  9.30it/s]
      20/25       2.7G     0.6202     0.4594      1.011        217        640:  66%|######6   | 37/56 [00:04<00:02,  9.30it/s]
      20/25       2.7G     0.6202     0.4594      1.011        217        640:  68%|######7   | 38/56 [00:04<00:02,  8.27it/s]
      20/25       2.7G     0.6247     0.4623      1.014        206        640:  68%|######7   | 38/56 [00:04<00:02,  8.27it/s]
      20/25       2.7G     0.6247     0.4623      1.014        206        640:  70%|######9   | 39/56 [00:04<00:02,  8.48it/s]
      20/25       2.7G      0.624     0.4617      1.012        214        640:  70%|######9   | 39/56 [00:04<00:02,  8.48it/s]
      20/25       2.7G      0.624     0.4617      1.012        214        640:  71%|#######1  | 40/56 [00:04<00:01,  8.58it/s]
      20/25       2.7G      0.626     0.4618      1.013        270        640:  71%|#######1  | 40/56 [00:04<00:01,  8.58it/s]
      20/25       2.7G      0.626     0.4618      1.013        270        640:  73%|#######3  | 41/56 [00:04<00:01,  8.46it/s]
      20/25       2.7G     0.6247     0.4606      1.012        202        640:  73%|#######3  | 41/56 [00:04<00:01,  8.46it/s]
      20/25       2.7G     0.6247     0.4606      1.012        202        640:  75%|#######5  | 42/56 [00:04<00:01,  8.04it/s]
      20/25       2.7G     0.6233     0.4598      1.011        208        640:  75%|#######5  | 42/56 [00:04<00:01,  8.04it/s]
      20/25       2.7G     0.6233     0.4598      1.011        208        640:  77%|#######6  | 43/56 [00:04<00:01,  8.50it/s]
      20/25       2.7G     0.6237     0.4593      1.011        206        640:  77%|#######6  | 43/56 [00:04<00:01,  8.50it/s]
      20/25       2.7G     0.6237     0.4593      1.011        206        640:  79%|#######8  | 44/56 [00:04<00:01,  8.54it/s]
      20/25       2.7G      0.624     0.4591       1.01        207        640:  79%|#######8  | 44/56 [00:05<00:01,  8.54it/s]
      20/25       2.7G      0.624     0.4591       1.01        207        640:  80%|########  | 45/56 [00:05<00:01,  8.90it/s]
      20/25       2.7G     0.6227     0.4587       1.01        191        640:  80%|########  | 45/56 [00:05<00:01,  8.90it/s]
      20/25       2.7G     0.6227     0.4587       1.01        191        640:  82%|########2 | 46/56 [00:05<00:01,  8.56it/s]
      20/25       2.7G     0.6245     0.4592       1.01        236        640:  82%|########2 | 46/56 [00:05<00:01,  8.56it/s]
      20/25       2.7G     0.6245     0.4592       1.01        236        640:  84%|########3 | 47/56 [00:05<00:01,  8.58it/s]
      20/25       2.7G     0.6229     0.4583       1.01        198        640:  84%|########3 | 47/56 [00:05<00:01,  8.58it/s]
      20/25       2.7G     0.6229     0.4583       1.01        198        640:  86%|########5 | 48/56 [00:05<00:00,  8.91it/s]
      20/25       2.7G     0.6234     0.4584      1.009        219        640:  86%|########5 | 48/56 [00:05<00:00,  8.91it/s]
      20/25       2.7G     0.6234     0.4584      1.009        219        640:  88%|########7 | 49/56 [00:05<00:00,  8.93it/s]
      20/25       2.7G     0.6236     0.4575      1.009        197        640:  88%|########7 | 49/56 [00:05<00:00,  8.93it/s]
      20/25       2.7G     0.6236     0.4575      1.009        197        640:  89%|########9 | 50/56 [00:05<00:00,  8.46it/s]
      20/25       2.7G     0.6223     0.4575      1.008        201        640:  89%|########9 | 50/56 [00:05<00:00,  8.46it/s]
      20/25       2.7G     0.6223     0.4575      1.008        201        640:  91%|#########1| 51/56 [00:05<00:00,  8.72it/s]
      20/25       2.7G       0.62     0.4564      1.007        206        640:  91%|#########1| 51/56 [00:05<00:00,  8.72it/s]
      20/25       2.7G       0.62     0.4564      1.007        206        640:  93%|#########2| 52/56 [00:05<00:00,  8.97it/s]
      20/25       2.7G     0.6176     0.4554      1.006        200        640:  93%|#########2| 52/56 [00:05<00:00,  8.97it/s]
      20/25       2.7G     0.6176     0.4554      1.006        200        640:  95%|#########4| 53/56 [00:05<00:00,  9.11it/s]
      20/25       2.7G     0.6203     0.4561      1.007        217        640:  95%|#########4| 53/56 [00:06<00:00,  9.11it/s]
      20/25       2.7G     0.6203     0.4561      1.007        217        640:  96%|#########6| 54/56 [00:06<00:00,  8.53it/s]
      20/25       2.7G     0.6185     0.4555      1.005        217        640:  96%|#########6| 54/56 [00:06<00:00,  8.53it/s]
      20/25       2.7G     0.6185     0.4555      1.005        217        640:  98%|#########8| 55/56 [00:06<00:00,  8.54it/s]
      20/25       2.7G     0.6154     0.4543      1.005         19        640:  98%|#########8| 55/56 [00:06<00:00,  8.54it/s]
      20/25       2.7G     0.6154     0.4543      1.005         19        640: 100%|##########| 56/56 [00:06<00:00,  8.96it/s]


                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95):   0%|          | 0/8 [00:00<?, ?it/s]
                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95):  12%|#2        | 1/8 [00:00<00:00,  7.95it/s]
                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95):  25%|##5       | 2/8 [00:00<00:00,  7.66it/s]
                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95):  38%|###7      | 3/8 [00:00<00:00,  7.42it/s]
                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95):  50%|#####     | 4/8 [00:00<00:00,  7.55it/s]
                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95):  62%|######2   | 5/8 [00:00<00:00,  7.68it/s]
                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95):  75%|#######5  | 6/8 [00:00<00:00,  7.82it/s]
                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95):  88%|########7 | 7/8 [00:00<00:00,  7.81it/s]
                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 100%|##########| 8/8 [00:01<00:00,  7.37it/s]
                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 100%|##########| 8/8 [00:01<00:00,  7.56it/s]

                   all        252       3737       0.95      0.931      0.969      0.807



      Epoch    GPU_mem   box_loss   cls_loss   dfl_loss  Instances       Size


  0%|          | 0/56 [00:00<?, ?it/s]
      21/25       2.7G     0.5671     0.4249     0.9838        238        640:   0%|          | 0/56 [00:00<?, ?it/s]
      21/25       2.7G     0.5671     0.4249     0.9838        238        640:   2%|1         | 1/56 [00:00<00:06,  8.23it/s]
      21/25       2.7G     0.6398     0.4465      1.002        259        640:   2%|1         | 1/56 [00:00<00:06,  8.23it/s]
      21/25       2.7G     0.6398     0.4465      1.002        259        640:   4%|3         | 2/56 [00:00<00:06,  8.12it/s]
      21/25       2.7G     0.6119     0.4308     0.9754        228        640:   4%|3         | 2/56 [00:00<00:06,  8.12it/s]
      21/25       2.7G     0.6119     0.4308     0.9754        228        640:   5%|5         | 3/56 [00:00<00:06,  8.25it/s]
      21/25       2.7G     0.6054     0.4224     0.9758        219        640:   5%|5         | 3/56 [00:00<00:06,  8.25it/s]
      21/25       2.7G     0.6054     0.4224     0.9758        219        640:   7%|7         | 4/56 [00:00<00:05,  8.80it/s]
      21/25       2.7G     0.6073     0.4243     0.9777        204        640:   7%|7         | 4/56 [00:00<00:05,  8.80it/s]
      21/25       2.7G     0.6073     0.4243     0.9777        204        640:   9%|8         | 5/56 [00:00<00:05,  9.08it/s]
      21/25       2.7G     0.6062      0.428     0.9838        234        640:   9%|8         | 5/56 [00:00<00:05,  9.08it/s]
      21/25       2.7G     0.6062      0.428     0.9838        234        640:  11%|#         | 6/56 [00:00<00:06,  7.99it/s]
      21/25       2.7G     0.6108     0.4359     0.9954        217        640:  11%|#         | 6/56 [00:00<00:06,  7.99it/s]
      21/25       2.7G     0.6108     0.4359     0.9954        217        640:  12%|#2        | 7/56 [00:00<00:05,  8.51it/s]
      21/25       2.7G     0.6049     0.4337     0.9942        199        640:  12%|#2        | 7/56 [00:00<00:05,  8.51it/s]
      21/25       2.7G     0.6049     0.4337     0.9942        199        640:  14%|#4        | 8/56 [00:00<00:05,  8.75it/s]
      21/25       2.7G     0.6093     0.4365      1.003        192        640:  14%|#4        | 8/56 [00:01<00:05,  8.75it/s]
      21/25       2.7G     0.6093     0.4365      1.003        192        640:  16%|#6        | 9/56 [00:01<00:05,  9.00it/s]
      21/25       2.7G     0.6045     0.4342      1.001        183        640:  16%|#6        | 9/56 [00:01<00:05,  9.00it/s]
      21/25       2.7G     0.6045     0.4342      1.001        183        640:  18%|#7        | 10/56 [00:01<00:05,  8.74it/s]
      21/25       2.7G     0.6123     0.4375      1.009        209        640:  18%|#7        | 10/56 [00:01<00:05,  8.74it/s]
      21/25       2.7G     0.6123     0.4375      1.009        209        640:  20%|#9        | 11/56 [00:01<00:05,  8.99it/s]
      21/25       2.7G     0.6116     0.4378      1.012        213        640:  20%|#9        | 11/56 [00:01<00:05,  8.99it/s]
      21/25       2.7G     0.6116     0.4378      1.012        213        640:  21%|##1       | 12/56 [00:01<00:04,  8.95it/s]
      21/25       2.7G     0.6178     0.4407       1.02        216        640:  21%|##1       | 12/56 [00:01<00:04,  8.95it/s]
      21/25       2.7G     0.6178     0.4407       1.02        216        640:  23%|##3       | 13/56 [00:01<00:04,  8.95it/s]
      21/25       2.7G     0.6199     0.4447      1.017        227        640:  23%|##3       | 13/56 [00:01<00:04,  8.95it/s]
      21/25       2.7G     0.6199     0.4447      1.017        227        640:  25%|##5       | 14/56 [00:01<00:04,  8.50it/s]
      21/25       2.7G     0.6154     0.4434      1.013        220        640:  25%|##5       | 14/56 [00:01<00:04,  8.50it/s]
      21/25       2.7G     0.6154     0.4434      1.013        220        640:  27%|##6       | 15/56 [00:01<00:04,  8.77it/s]
      21/25       2.7G     0.6164     0.4424      1.013        222        640:  27%|##6       | 15/56 [00:01<00:04,  8.77it/s]
      21/25       2.7G     0.6164     0.4424      1.013        222        640:  29%|##8       | 16/56 [00:01<00:04,  9.05it/s]
      21/25       2.7G     0.6143      0.442      1.013        184        640:  29%|##8       | 16/56 [00:01<00:04,  9.05it/s]
      21/25       2.7G     0.6143      0.442      1.013        184        640:  30%|###       | 17/56 [00:01<00:04,  9.20it/s]
      21/25       2.7G     0.6259     0.4459      1.019        217        640:  30%|###       | 17/56 [00:02<00:04,  9.20it/s]
      21/25       2.7G     0.6259     0.4459      1.019        217        640:  32%|###2      | 18/56 [00:02<00:04,  8.86it/s]
      21/25       2.7G     0.6241     0.4453      1.018        191        640:  32%|###2      | 18/56 [00:02<00:04,  8.86it/s]
      21/25       2.7G     0.6241     0.4453      1.018        191        640:  34%|###3      | 19/56 [00:02<00:04,  8.93it/s]
      21/25       2.7G      0.624     0.4448      1.018        209        640:  34%|###3      | 19/56 [00:02<00:04,  8.93it/s]
      21/25       2.7G      0.624     0.4448      1.018        209        640:  36%|###5      | 20/56 [00:02<00:03,  9.05it/s]
      21/25       2.7G     0.6216     0.4451      1.017        194        640:  36%|###5      | 20/56 [00:02<00:03,  9.05it/s]
      21/25       2.7G     0.6216     0.4451      1.017        194        640:  38%|###7      | 21/56 [00:02<00:03,  9.09it/s]
      21/25       2.7G     0.6199      0.446      1.017        226        640:  38%|###7      | 21/56 [00:02<00:03,  9.09it/s]
      21/25       2.7G     0.6199      0.446      1.017        226        640:  39%|###9      | 22/56 [00:02<00:03,  8.99it/s]
      21/25       2.7G     0.6196     0.4466      1.016        219        640:  39%|###9      | 22/56 [00:02<00:03,  8.99it/s]
      21/25       2.7G     0.6196     0.4466      1.016        219        640:  41%|####1     | 23/56 [00:02<00:03,  8.98it/s]
      21/25       2.7G       0.62     0.4466      1.017        205        640:  41%|####1     | 23/56 [00:02<00:03,  8.98it/s]
      21/25       2.7G       0.62     0.4466      1.017        205        640:  43%|####2     | 24/56 [00:02<00:03,  8.93it/s]
      21/25       2.7G     0.6193     0.4449      1.015        210        640:  43%|####2     | 24/56 [00:02<00:03,  8.93it/s]
      21/25       2.7G     0.6193     0.4449      1.015        210        640:  45%|####4     | 25/56 [00:02<00:03,  9.11it/s]
      21/25       2.7G     0.6146     0.4422      1.012        195        640:  45%|####4     | 25/56 [00:02<00:03,  9.11it/s]
      21/25       2.7G     0.6146     0.4422      1.012        195        640:  46%|####6     | 26/56 [00:02<00:03,  8.86it/s]
      21/25       2.7G      0.615     0.4434      1.013        186        640:  46%|####6     | 26/56 [00:03<00:03,  8.86it/s]
      21/25       2.7G     0.6153     0.4447       1.01        186        640:  46%|####6     | 26/56 [00:03<00:03,  8.86it/s]
      21/25       2.7G     0.6153     0.4447       1.01        186        640:  50%|#####     | 28/56 [00:03<00:03,  9.24it/s]
      21/25       2.7G     0.6153     0.4444      1.009        235        640:  50%|#####     | 28/56 [00:03<00:03,  9.24it/s]
      21/25       2.7G     0.6153     0.4444      1.009        235        640:  52%|#####1    | 29/56 [00:03<00:02,  9.42it/s]
      21/25       2.7G     0.6159     0.4449      1.009        208        640:  52%|#####1    | 29/56 [00:03<00:02,  9.42it/s]
      21/25       2.7G     0.6159     0.4449      1.009        208        640:  54%|#####3    | 30/56 [00:03<00:02,  8.72it/s]
      21/25       2.7G     0.6166     0.4454      1.009        210        640:  54%|#####3    | 30/56 [00:03<00:02,  8.72it/s]
      21/25       2.7G     0.6166     0.4454      1.009        210        640:  55%|#####5    | 31/56 [00:03<00:02,  8.77it/s]
      21/25       2.7G     0.6211     0.4474      1.012        184        640:  55%|#####5    | 31/56 [00:03<00:02,  8.77it/s]
      21/25       2.7G     0.6211     0.4474      1.012        184        640:  57%|#####7    | 32/56 [00:03<00:02,  9.04it/s]
      21/25       2.7G     0.6208      0.447      1.012        208        640:  57%|#####7    | 32/56 [00:03<00:02,  9.04it/s]
      21/25       2.7G     0.6208      0.447      1.012        208        640:  59%|#####8    | 33/56 [00:03<00:02,  9.23it/s]
      21/25       2.7G     0.6186     0.4455       1.01        225        640:  59%|#####8    | 33/56 [00:03<00:02,  9.23it/s]
      21/25       2.7G     0.6186     0.4455       1.01        225        640:  61%|######    | 34/56 [00:03<00:02,  8.51it/s]
      21/25       2.7G     0.6204     0.4465      1.011        222        640:  61%|######    | 34/56 [00:03<00:02,  8.51it/s]
      21/25       2.7G     0.6204     0.4465      1.011        222        640:  62%|######2   | 35/56 [00:03<00:02,  8.67it/s]
      21/25       2.7G     0.6203     0.4464      1.011        235        640:  62%|######2   | 35/56 [00:04<00:02,  8.67it/s]
      21/25       2.7G     0.6203     0.4464      1.011        235        640:  64%|######4   | 36/56 [00:04<00:02,  8.61it/s]
      21/25       2.7G     0.6218     0.4471      1.013        205        640:  64%|######4   | 36/56 [00:04<00:02,  8.61it/s]
      21/25       2.7G     0.6218     0.4471      1.013        205        640:  66%|######6   | 37/56 [00:04<00:02,  8.90it/s]
      21/25       2.7G     0.6202      0.447      1.011        247        640:  66%|######6   | 37/56 [00:04<00:02,  8.90it/s]
      21/25       2.7G     0.6202      0.447      1.011        247        640:  68%|######7   | 38/56 [00:04<00:02,  8.67it/s]
      21/25       2.7G     0.6176     0.4453       1.01        206        640:  68%|######7   | 38/56 [00:04<00:02,  8.67it/s]
      21/25       2.7G     0.6176     0.4453       1.01        206        640:  70%|######9   | 39/56 [00:04<00:01,  8.71it/s]
      21/25       2.7G     0.6185     0.4462      1.011        217        640:  70%|######9   | 39/56 [00:04<00:01,  8.71it/s]
      21/25       2.7G     0.6185     0.4462      1.011        217        640:  71%|#######1  | 40/56 [00:04<00:01,  8.86it/s]
      21/25       2.7G     0.6168     0.4465       1.01        216        640:  71%|#######1  | 40/56 [00:04<00:01,  8.86it/s]
      21/25       2.7G     0.6168     0.4465       1.01        216        640:  73%|#######3  | 41/56 [00:04<00:01,  8.75it/s]
      21/25       2.7G     0.6182     0.4466      1.011        220        640:  73%|#######3  | 41/56 [00:04<00:01,  8.75it/s]
      21/25       2.7G     0.6182     0.4466      1.011        220        640:  75%|#######5  | 42/56 [00:04<00:01,  8.53it/s]
      21/25       2.7G     0.6167     0.4459       1.01        226        640:  75%|#######5  | 42/56 [00:04<00:01,  8.53it/s]
      21/25       2.7G     0.6167     0.4459       1.01        226        640:  77%|#######6  | 43/56 [00:04<00:01,  8.90it/s]
      21/25       2.7G     0.6157      0.445       1.01        177        640:  77%|#######6  | 43/56 [00:04<00:01,  8.90it/s]
      21/25       2.7G     0.6157      0.445       1.01        177        640:  79%|#######8  | 44/56 [00:04<00:01,  9.13it/s]
      21/25       2.7G     0.6151     0.4442      1.009        227        640:  79%|#######8  | 44/56 [00:05<00:01,  9.13it/s]
      21/25       2.7G     0.6151     0.4442      1.009        227        640:  80%|########  | 45/56 [00:05<00:01,  9.27it/s]
      21/25       2.7G     0.6136     0.4438      1.009        197        640:  80%|########  | 45/56 [00:05<00:01,  9.27it/s]
      21/25       2.7G     0.6136     0.4438      1.009        197        640:  82%|########2 | 46/56 [00:05<00:01,  9.10it/s]
      21/25       2.7G     0.6125     0.4433      1.008        223        640:  82%|########2 | 46/56 [00:05<00:01,  9.10it/s]
      21/25       2.7G     0.6125     0.4433      1.008        223        640:  84%|########3 | 47/56 [00:05<00:01,  8.98it/s]
      21/25       2.7G     0.6135     0.4437      1.008        222        640:  84%|########3 | 47/56 [00:05<00:01,  8.98it/s]
      21/25       2.7G     0.6135     0.4437      1.008        222        640:  86%|########5 | 48/56 [00:05<00:00,  9.06it/s]
      21/25       2.7G     0.6127     0.4434      1.008        219        640:  86%|########5 | 48/56 [00:05<00:00,  9.06it/s]
      21/25       2.7G     0.6127     0.4434      1.008        219        640:  88%|########7 | 49/56 [00:05<00:00,  9.03it/s]
      21/25       2.7G     0.6117     0.4426      1.008        175        640:  88%|########7 | 49/56 [00:05<00:00,  9.03it/s]
      21/25       2.7G     0.6117     0.4426      1.008        175        640:  89%|########9 | 50/56 [00:05<00:00,  8.40it/s]
      21/25       2.7G     0.6109      0.442      1.006        228        640:  89%|########9 | 50/56 [00:05<00:00,  8.40it/s]
      21/25       2.7G     0.6102     0.4413      1.006        226        640:  89%|########9 | 50/56 [00:05<00:00,  8.40it/s]
      21/25       2.7G     0.6102     0.4413      1.006        226        640:  93%|#########2| 52/56 [00:05<00:00,  8.96it/s]
      21/25       2.7G     0.6081     0.4407      1.004        230        640:  93%|#########2| 52/56 [00:05<00:00,  8.96it/s]
      21/25       2.7G     0.6081     0.4407      1.004        230        640:  95%|#########4| 53/56 [00:05<00:00,  9.06it/s]
      21/25       2.7G     0.6103     0.4416      1.005        221        640:  95%|#########4| 53/56 [00:06<00:00,  9.06it/s]
      21/25       2.7G     0.6103     0.4416      1.005        221        640:  96%|#########6| 54/56 [00:06<00:00,  8.86it/s]
      21/25       2.7G     0.6097      0.441      1.005        223        640:  96%|#########6| 54/56 [00:06<00:00,  8.86it/s]
      21/25       2.7G     0.6097      0.441      1.005        223        640:  98%|#########8| 55/56 [00:06<00:00,  9.08it/s]
      21/25       2.7G     0.6145     0.4425      1.005         30        640:  98%|#########8| 55/56 [00:06<00:00,  9.08it/s]
      21/25       2.7G     0.6145     0.4425      1.005         30        640: 100%|##########| 56/56 [00:06<00:00,  8.97it/s]


                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95):   0%|          | 0/8 [00:00<?, ?it/s]
                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95):  12%|#2        | 1/8 [00:00<00:00,  8.24it/s]
                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95):  25%|##5       | 2/8 [00:00<00:00,  7.23it/s]
                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95):  38%|###7      | 3/8 [00:00<00:00,  7.31it/s]
